date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:19:48	106118/106118	---M--	200	added ('OK')	text/html	etag:%2219e86-3db5afee39800%22	https://www-nds.iaea.org/pgaa/EGAF/66CU_EGAF.ens	E:/My%20Web/1/www-nds.iaea.org/pgaa/EGAF/66CU_EGAF.html	(from https://www-nds.iaea.org/pgaa/egaf.html)
18:19:49	74053/74053	---M--	200	added ('OK')	text/html	etag:%2212145-3db5afee39800%22	https://www-nds.iaea.org/pgaa/EGAF/68ZN_EGAF.ens	E:/My%20Web/1/www-nds.iaea.org/pgaa/EGAF/68ZN_EGAF.html	(from https://www-nds.iaea.org/pgaa/egaf.html)
18:19:49	15013/15013	---M--	200	added ('OK')	text/html	etag:%223aa5-3db5afee39800%22	https://www-nds.iaea.org/pgaa/EGAF/69ZN_EGAF.ens	E:/My%20Web/1/www-nds.iaea.org/pgaa/EGAF/69ZN_EGAF.html	(from https://www-nds.iaea.org/pgaa/egaf.html)
18:19:49	18259/18259	---M--	200	added ('OK')	text/html	etag:%224753-3db5afee39800%22	https://www-nds.iaea.org/pgaa/EGAF/70GA_EGAF.ens	E:/My%20Web/1/www-nds.iaea.org/pgaa/EGAF/70GA_EGAF.html	(from https://www-nds.iaea.org/pgaa/egaf.html)
18:19:50	36255/36255	---M--	200	added ('OK')	text/html	etag:%228d9f-3db5afee39800%22	https://www-nds.iaea.org/pgaa/EGAF/71GE_EGAF.ens	E:/My%20Web/1/www-nds.iaea.org/pgaa/EGAF/71GE_EGAF.html	(from https://www-nds.iaea.org/pgaa/egaf.html)
18:19:50	25348/25348	---M--	200	added ('OK')	text/html	etag:%226304-3db5afee39800%22	https://www-nds.iaea.org/pgaa/EGAF/73GE_EGAF.ens	E:/My%20Web/1/www-nds.iaea.org/pgaa/EGAF/73GE_EGAF.html	(from https://www-nds.iaea.org/pgaa/egaf.html)
18:19:50	43188/43188	---M--	200	added ('OK')	text/html	etag:%22a8b4-3db5afee39800%22	https://www-nds.iaea.org/pgaa/EGAF/72GA_EGAF.ens	E:/My%20Web/1/www-nds.iaea.org/pgaa/EGAF/72GA_EGAF.html	(from https://www-nds.iaea.org/pgaa/egaf.html)
18:19:51	24118/24118	---M--	200	added ('OK')	text/html	etag:%225e36-3db5afee39800%22	https://www-nds.iaea.org/pgaa/EGAF/75GE_EGAF.ens	E:/My%20Web/1/www-nds.iaea.org/pgaa/EGAF/75GE_EGAF.html	(from https://www-nds.iaea.org/pgaa/egaf.html)
18:19:51	166632/166632	---M--	200	added ('OK')	text/html	etag:%2228ae8-3db5afee39800%22	https://www-nds.iaea.org/pgaa/EGAF/74GE_EGAF.ens	E:/My%20Web/1/www-nds.iaea.org/pgaa/EGAF/74GE_EGAF.html	(from https://www-nds.iaea.org/pgaa/egaf.html)
18:19:52	29740/29740	---M--	200	added ('OK')	text/html	etag:%22742c-3db5afee39800%22	https://www-nds.iaea.org/pgaa/EGAF/75SE_EGAF.ens	E:/My%20Web/1/www-nds.iaea.org/pgaa/EGAF/75SE_EGAF.html	(from https://www-nds.iaea.org/pgaa/egaf.html)
18:19:52	9112/9112	---M--	200	added ('OK')	text/html	etag:%222398-3db5afee39800%22	https://www-nds.iaea.org/pgaa/EGAF/77GE_EGAF.ens	E:/My%20Web/1/www-nds.iaea.org/pgaa/EGAF/77GE_EGAF.html	(from https://www-nds.iaea.org/pgaa/egaf.html)
18:19:52	68688/68688	---M--	200	added ('OK')	text/html	etag:%2210c50-3db5afee39800%22	https://www-nds.iaea.org/pgaa/EGAF/76AS_EGAF.ens	E:/My%20Web/1/www-nds.iaea.org/pgaa/EGAF/76AS_EGAF.html	(from https://www-nds.iaea.org/pgaa/egaf.html)
18:19:53	75165/75165	---M--	200	added ('OK')	text/html	etag:%221259d-3db5afee39800%22	https://www-nds.iaea.org/pgaa/EGAF/77SE_EGAF.ens	E:/My%20Web/1/www-nds.iaea.org/pgaa/EGAF/77SE_EGAF.html	(from https://www-nds.iaea.org/pgaa/egaf.html)
18:19:53	41135/41135	---M--	200	added ('OK')	text/html	etag:%22a0af-3db5afee39800%22	https://www-nds.iaea.org/pgaa/EGAF/78SE_EGAF.ens	E:/My%20Web/1/www-nds.iaea.org/pgaa/EGAF/78SE_EGAF.html	(from https://www-nds.iaea.org/pgaa/egaf.html)
18:19:54	13093/13093	---M--	200	added ('OK')	text/html	etag:%223325-3db5afee39800%22	https://www-nds.iaea.org/pgaa/EGAF/79SE_EGAF.ens	E:/My%20Web/1/www-nds.iaea.org/pgaa/EGAF/79SE_EGAF.html	(from https://www-nds.iaea.org/pgaa/egaf.html)
18:19:54	45974/45974	---M--	200	added ('OK')	text/html	etag:%22b396-3db5afee39800%22	https://www-nds.iaea.org/pgaa/EGAF/80BR_EGAF.ens	E:/My%20Web/1/www-nds.iaea.org/pgaa/EGAF/80BR_EGAF.html	(from https://www-nds.iaea.org/pgaa/egaf.html)
18:19:54	13093/13093	---M--	200	added ('OK')	text/html	etag:%223325-3db5afee39800%22	https://www-nds.iaea.org/pgaa/EGAF/81SE_EGAF.ens	E:/My%20Web/1/www-nds.iaea.org/pgaa/EGAF/81SE_EGAF.html	(from https://www-nds.iaea.org/pgaa/egaf.html)
18:19:55	25146/25146	---M--	200	added ('OK')	text/html	etag:%22623a-3db5afee39800%22	https://www-nds.iaea.org/pgaa/EGAF/82BR_EGAF.ens	E:/My%20Web/1/www-nds.iaea.org/pgaa/EGAF/82BR_EGAF.html	(from https://www-nds.iaea.org/pgaa/egaf.html)
18:19:55	9388/9388	---M--	200	added ('OK')	text/html	etag:%2224ac-3db5afee39800%22	https://www-nds.iaea.org/pgaa/EGAF/84KR_EGAF.ens	E:/My%20Web/1/www-nds.iaea.org/pgaa/EGAF/84KR_EGAF.html	(from https://www-nds.iaea.org/pgaa/egaf.html)
