  42K     41K(N,G) E=THERMAL                                                     
  
         EL                IN             OUT          NET       (+NORM. UNC.)
       2401.82 5        0.048 7        0.070 7       0.022 11       0.022 11    
       2422.13 5        0.025 6        0.010 6       -0.015 8       -0.015 8    
       2482.16 5         0.0           0.123          0.123 *        0.123 *    
       2573.63 6         0.0            0.0            0.0            0.0       
       2607.02 6         0.0            0.0            0.0            0.0       
       2627.85 6         0.0           0.016 5        0.016 5        0.016 5    
       2644.31 6         0.0            0.0            0.0            0.0       
      2653.79 11         0.0            0.0            0.0            0.0       
       2718.12 6         0.0            0.0            0.0            0.0       
       2765.96 6        0.073 9         0.0          -0.073 9       -0.073 9    
       2862.71 7       0.251 13         0.0         -0.251 13      -0.251 13    
       2877.98 6         0.0            0.0            0.0            0.0       
       2917.02 8         0.0            0.0            0.0            0.0       
       2926.09 6         0.0            0.0            0.0            0.0       
       2938.59 7        0.015 5       0.172 10       0.157 11       0.157 11    
       3008.35 7         0.0            0.0            0.0            0.0       
       3014.46 7         0.0            0.0            0.0            0.0       
       3021.10 7         0.0            0.0            0.0            0.0       
       3040.15 8         0.0           0.134 9        0.134 9        0.134 9    
       3195.82 7         0.0            0.0            0.0            0.0       
       3210.64 7         0.0            0.0            0.0            0.0       
       3233.92 7         0.0            0.0            0.0            0.0       
       3284.40 7         0.0           0.019 5        0.019 5        0.019 5    
       3287.19 7         0.0            0.0            0.0            0.0       
       3295.32 9         0.0          0.294 10       0.294 10       0.294 10    
       3304.34 9         0.0            0.0            0.0            0.0       
       3323.74 8         0.0            0.0            0.0            0.0       
       3367.34 8         0.0           0.019 6        0.019 6        0.019 6    
       3418.45 8         0.0           0.022 6        0.022 6        0.022 6    
       3421.28 8        0.100 9         0.0          -0.100 9       -0.100 9    
       3502.90 8         0.0           0.010 6        0.010 6        0.010 6    
      3528.95 17         0.0            0.0            0.0            0.0       
       3621.24 9         0.0            0.0            0.0            0.0       
       3658.59 8         0.0            0.0            0.0            0.0       
       3674.15 8         0.0            0.0            0.0            0.0       
      3696.44 10         0.0            0.0            0.0            0.0       
      3770.64 10         0.0            0.0            0.0            0.0       
       3794.64 9         0.0            0.0            0.0            0.0       
      3798.15 10         0.0            0.0            0.0            0.0       
      3831.71 10         0.0            0.0            0.0            0.0       
       3861.99 9         0.0            0.0            0.0            0.0       
       3876.98 8         0.0            0.0            0.0            0.0       
      3888.34 10         0.0            0.0            0.0            0.0       
       3890.13 9         0.0            0.0            0.0            0.0       
      3934.64 10         0.0            0.0            0.0            0.0       
       4013.92 9         0.0           0.045 7        0.045 7        0.045 7    
      4036.93 11         0.0          0.074 18       0.074 18       0.074 18    
       4039.95 8         0.0            0.0            0.0            0.0       
       4053.90 9         0.0            0.0            0.0            0.0       
      4103.77 10         0.0           0.025 6        0.025 6        0.025 6    
        4105.3 4         0.0            0.0            0.0            0.0       
       4128.34 9         0.0          0.015 13       0.015 13       0.015 13    
       4152.39 9         0.0           0.049 7        0.049 7        0.049 7    
      4155.67 11         0.0            0.0            0.0            0.0       
      4179.44 10         0.0            0.0            0.0            0.0       
      4259.12 10         0.0           0.025 7        0.025 7        0.025 7    
      4389.78 15         0.0            0.0            0.0            0.0       
       4416.61 9         0.0            0.0            0.0            0.0       
       4428.25 9         0.0            0.0            0.0            0.0       
      4443.15 10         0.0            0.0            0.0            0.0       
      4481.05 10         0.0           0.036 7        0.036 7        0.036 7    
      4556.67 10         0.0           0.119 9        0.119 9        0.119 9    
      4576.26 10         0.0           0.021 9        0.021 9        0.021 9    
      4590.59 10         0.0            0.0            0.0            0.0       
      4612.78 11         0.0            0.0            0.0            0.0       
      4660.73 13        0.010 5         0.0          -0.010 5       -0.010 5    
      4715.41 17         0.0            0.0            0.0            0.0       
      4748.54 13        0.058 7         0.0          -0.058 7       -0.058 7    
      4778.04 12         0.0            0.0            0.0            0.0       
      4806.84 10         0.0            0.0            0.0            0.0       
      4853.60 10         0.0            0.0            0.0            0.0       
          4900           0.0            0.0            0.0            0.0       
          4900           0.0          0.103 24       0.103 24       0.103 24    
          4900           0.0            0.0            0.0            0.0       
          4900           0.0            0.0            0.0            0.0       
          5000           0.0            0.0            0.0            0.0       
          5000           0.0            0.0            0.0            0.0       
          5100           0.0            0.0            0.0            0.0       
          5100          0.022 6         0.0          -0.022 6       -0.022 6    
          5100           0.0            0.0            0.0            0.0       
          5200           0.0            0.0            0.0            0.0       
          5200           0.0            0.0            0.0            0.0       
          5300         0.058 10        0.036 9      -0.022 14      -0.022 14    
          5500          0.033 6         0.0          -0.033 6       -0.033 6    
          5600           0.0            0.0            0.0            0.0       
          5700           0.0           0.068 9        0.068 9        0.068 9    
          5700           0.0            0.0            0.0            0.0       
          5800           0.0            0.0            0.0            0.0       
          5800          0.010 5         0.0          -0.010 5       -0.010 5    
          5800           0.0            0.0            0.0            0.0       
          6000           0.0            0.0            0.0            0.0       
          6000           0.0            0.0            0.0            0.0       
      7533.77 15         0.0            1.13 4         1.13 4         1.13 4    
 *****************************************************************************
                       TOTAL BETA INTENSITY =          1.39 6         1.39 6    
             TOTAL UNPLACED GAMMA INTENSITY =          0.0                      
              NORMALIZATION UNCERTAINTY (%) =    .0673                          
