  64CU    63CU(N,G) E=THERMAL                                                    
  
         EL                IN             OUT          NET       (+NORM. UNC.)
      3312.42 17      0.0220 19       0.0065 9     -0.0155 21     -0.0155 21    
        3343.4 3      0.0071 10       0.0043 9     -0.0027 13     -0.0027 13    
       3352.00 8      0.0136 13      0.0133 11         0.0            0.0       
      3411.23 10      0.0220 19       0.0055 9     -0.0165 21     -0.0165 21    
      3439.87 16      0.0220 17       0.0134 7     -0.0085 19     -0.0085 19    
      3465.56 11      0.0068 14      0.0249 12      0.0181 19      0.0181 19    
      3474.49 19       0.0022 4      0.0162 12      0.0140 12      0.0140 12    
        3492.9 3      0.0062 13       0.0029 9     -0.0033 16     -0.0033 16    
      3511.45 18      0.0172 16      0.0126 19     -0.0046 25     -0.0046 25    
        3523.7 3      0.0062 14       0.0042 9     -0.0020 17     -0.0020 17    
       3595.46 7      0.0544 20      0.0538 20         0.0            0.0       
      3602.80 11      0.0155 13      0.0163 14      0.0009 19      0.0009 19    
      3628.94 10      0.0172 13       0.0139 9     -0.0033 16     -0.0033 16    
      3711.77 13      0.0088 13         0.0        -0.0088 13     -0.0088 13    
      3782.52 16      0.0058 12      0.0104 15      0.0046 19      0.0046 19    
        3802.5 4         0.0         0.0048 19      0.0048 19      0.0048 19    
      3826.50 18      0.0113 12      0.0062 11     -0.0051 16     -0.0051 16    
        3990.9 3         0.0          0.0055 9       0.0055 9       0.0055 9    
      4033.22 22       0.0053 9      0.0074 20      0.0020 22      0.0020 22    
      4071.33 11      0.0186 17      0.0240 18      0.0053 25      0.0053 25    
      4139.83 17      0.0101 13      0.0091 19     -0.0010 23     -0.0010 23    
      4264.27 21         0.0         0.0088 10      0.0088 10      0.0088 10    
       4326.21 5        0.009 3       0.0071 7       -0.002 3       -0.002 3    
      4432.94 20      0.0061 17      0.0095 13      0.0035 22      0.0035 22    
      4443.17 24      0.0065 16      0.0231 20      0.0166 25      0.0166 25    
      4548.16 22       0.0055 9       0.0022 4      -0.0033 *      -0.0033 *    
      4762.51 11       0.0093 9      0.0116 16      0.0023 18      0.0023 18    
       7915.33 3         0.0            3.85 3         3.85 3         3.85 3    
 *****************************************************************************
                       TOTAL BETA INTENSITY =          4.67 4         4.67 4    
             TOTAL UNPLACED GAMMA INTENSITY =          0.0                      
              NORMALIZATION UNCERTAINTY (%) =    .0415                          
