K - 39N,G    1.0000+00* JENDL-3.1                                 1939 3102
 9.3092E+04 1.3318E-01 9.3095E+04 1.4929E-01 9.3097E+04 1.6822E-011939 3102
 9.3100E+04 1.9050E-01 9.3102E+04 2.1671E-01 9.3105E+04 2.4731E-011939 3102
 9.3107E+04 2.8308E-01 9.3110E+04 3.2434E-01 9.3112E+04 3.7125E-011939 3102
 9.3115E+04 4.2361E-01 9.3126E+04 6.9415E-01 9.3129E+04 7.5374E-011939 3102
 9.3132E+04 8.0085E-01 9.3134E+04 8.2310E-01 9.3136E+04 8.3677E-011939 3102
 9.3138E+04 8.4141E-01 9.3140E+04 8.3676E-01 9.3142E+04 8.2298E-011939 3102
 9.3144E+04 8.0081E-01 9.3147E+04 7.5368E-01 9.3149E+04 6.9386E-011939 3102
 9.3151E+04 6.4949E-01 9.3157E+04 5.2420E-01 9.3161E+04 4.1328E-011939 3102
 9.3163E+04 3.7979E-01 9.3166E+04 3.1972E-01 9.3169E+04 2.6896E-011939 3102
 9.3173E+04 2.2672E-01 9.3176E+04 1.9214E-01 9.3179E+04 1.6403E-011939 3102
 9.3182E+04 1.4125E-01 9.3186E+04 1.2261E-01 9.3189E+04 1.0732E-011939 3102
 9.3192E+04 9.4666E-02 9.3198E+04 7.5207E-02 9.3205E+04 6.1174E-021939 3102
 9.3211E+04 5.0757E-02 9.3218E+04 4.2806E-02 9.3224E+04 3.6631E-021939 3102
 9.3231E+04 3.1729E-02 9.3244E+04 2.4519E-02 9.3257E+04 1.9516E-021939 3102
 9.3270E+04 1.5927E-02 9.3282E+04 1.3304E-02 9.3308E+04 9.7214E-031939 3102
 9.3334E+04 7.4193E-03 9.3360E+04 5.9063E-03 9.3412E+04 4.0601E-031939 3102
 9.3463E+04 3.0061E-03 9.3515E+04 2.3635E-03 9.3670E+04 1.4586E-031939 3102
 9.3876E+04 1.0492E-03 9.4186E+04 8.9861E-04 9.4393E+04 9.1210E-041939 3102
 9.4703E+04 1.0338E-03 9.4806E+04 1.1010E-03 9.5013E+04 1.2847E-031939 3102
 9.5116E+04 1.4073E-03 9.5219E+04 1.5568E-03 9.5323E+04 1.7399E-031939 3102
 9.5426E+04 1.9661E-03 9.5529E+04 2.2487E-03 9.5633E+04 2.6056E-031939 3102
 9.5736E+04 3.0650E-03 9.5787E+04 3.3459E-03 9.5839E+04 3.6694E-031939 3102
 9.5891E+04 4.0441E-03 9.5942E+04 4.4807E-03 9.5994E+04 4.9928E-031939 3102
 9.6046E+04 5.5976E-03 9.6097E+04 6.3168E-03 9.6149E+04 7.1783E-031939 3102
 9.6201E+04 8.2173E-03 9.6252E+04 9.4785E-03 9.6304E+04 1.1017E-021939 3102
 9.6356E+04 1.2898E-02 9.6407E+04 1.5194E-02 9.6459E+04 1.7962E-021939 3102
 9.6497E+04 2.0294E-02 9.6534E+04 2.2881E-02 9.6647E+04 3.1124E-021939 3102
 9.6685E+04 3.3356E-02 9.6722E+04 3.4842E-02 9.6760E+04 3.5357E-021939 3102
 9.6798E+04 3.4813E-02 9.6835E+04 3.3303E-02 9.6873E+04 3.1058E-021939 3102
 9.7023E+04 2.0251E-02 9.7061E+04 1.7927E-02 9.7093E+04 1.6137E-021939 3102
 9.7126E+04 1.4547E-02 9.7158E+04 1.3141E-02 9.7191E+04 1.1903E-021939 3102
 9.7223E+04 1.0814E-02 9.7288E+04 9.0134E-03 9.7321E+04 8.2759E-031939 3102
 9.7386E+04 7.0443E-03 9.7451E+04 6.0711E-03 9.7516E+04 5.2997E-031939 3102
 9.7581E+04 4.6837E-03 9.7646E+04 4.1889E-03 9.7711E+04 3.7899E-031939 3102
 9.7776E+04 3.4684E-03 9.7841E+04 3.2106E-03 9.7971E+04 2.8494E-031939 3102
 9.8036E+04 2.7342E-03 9.8166E+04 2.6214E-03 9.8231E+04 2.6245E-031939 3102
 9.8361E+04 2.7697E-03 9.8426E+04 2.9301E-03 9.8556E+04 3.5176E-031939 3102
 9.8621E+04 4.0177E-03 9.8654E+04 4.3487E-03 9.8719E+04 5.2427E-031939 3102
 9.8751E+04 5.8504E-03 9.8784E+04 6.6100E-03 9.8816E+04 7.5730E-031939 3102
 9.8849E+04 8.8016E-03 9.8881E+04 1.0417E-02 9.8914E+04 1.2606E-021939 3102
 9.8930E+04 1.3994E-02 9.8946E+04 1.5644E-02 9.8963E+04 1.7620E-021939 3102
 9.8979E+04 2.0015E-02 9.8995E+04 2.2949E-02 9.9011E+04 2.6587E-021939 3102
 9.9028E+04 3.1132E-02 9.9044E+04 3.6944E-02 9.9052E+04 4.0476E-021939 3102
 9.9060E+04 4.4528E-02 9.9068E+04 4.9191E-02 9.9076E+04 5.4579E-021939 3102
 9.9085E+04 6.0824E-02 9.9093E+04 6.8110E-02 9.9101E+04 7.6627E-021939 3102
 9.9109E+04 8.6608E-02 9.9117E+04 9.8292E-02 9.9125E+04 1.1197E-011939 3102
 9.9133E+04 1.2788E-01 9.9142E+04 1.4613E-01 9.9156E+04 1.8508E-011939 3102
 9.9179E+04 2.4663E-01 9.9186E+04 2.6240E-01 9.9193E+04 2.7274E-011939 3102
 9.9201E+04 2.7632E-01 9.9208E+04 2.7266E-01 9.9216E+04 2.6224E-011939 3102
 9.9223E+04 2.4644E-01 9.9253E+04 1.6462E-01 9.9260E+04 1.4598E-011939 3102
 9.9271E+04 1.2323E-01 9.9281E+04 1.0420E-01 9.9291E+04 8.8551E-021939 3102
 9.9302E+04 7.5742E-02 9.9312E+04 6.5276E-02 9.9322E+04 5.6675E-021939 3102
 9.9333E+04 4.9577E-02 9.9343E+04 4.3667E-02 9.9353E+04 3.8721E-021939 3102
 9.9364E+04 3.4542E-02 9.9374E+04 3.0994E-02 9.9384E+04 2.7955E-021939 3102
 9.9395E+04 2.5339E-02 9.9405E+04 2.3071E-02 9.9426E+04 1.9380E-021939 3102
 9.9447E+04 1.6519E-02 9.9467E+04 1.4239E-02 9.9488E+04 1.2408E-021939 3102
 9.9509E+04 1.0918E-02 9.9529E+04 9.6896E-03 9.9550E+04 8.6656E-031939 3102
 9.9591E+04 7.0695E-03 9.9612E+04 6.4414E-03 9.9674E+04 5.0243E-031939 3102
 9.9716E+04 4.3372E-03 9.9757E+04 3.7950E-03 9.9798E+04 3.3597E-031939 3102
 9.9881E+04 2.7117E-03 9.9922E+04 2.4686E-03 1.0001E+05 2.0874E-031939 3102
 1.0009E+05 1.8053E-03 1.0017E+05 1.5929E-03 1.0034E+05 1.3025E-031939 3102
 1.0050E+05 1.1247E-03 1.0092E+05 9.6285E-04 1.0108E+05 9.9572E-041939 3102
 1.0125E+05 1.1158E-03 1.0133E+05 1.2304E-03 1.0145E+05 1.5274E-031939 3102
 1.0150E+05 1.6829E-03 1.0158E+05 2.1437E-03 1.0162E+05 2.4907E-031939 3102
 1.0166E+05 2.9600E-03 1.0168E+05 3.2585E-03 1.0172E+05 4.0556E-031939 3102
 1.0174E+05 4.5870E-03 1.0176E+05 5.2418E-03 1.0178E+05 6.0582E-031939 3102
 1.0181E+05 7.0888E-03 1.0183E+05 8.4049E-03 1.0185E+05 1.0089E-021939 3102
 1.0186E+05 1.1105E-02 1.0187E+05 1.2284E-02 1.0188E+05 1.3621E-021939 3102
 1.0189E+05 1.5162E-02 1.0190E+05 1.6895E-02 1.0191E+05 1.8868E-021939 3102
 1.0192E+05 2.1264E-02 1.0197E+05 3.2171E-02 1.0198E+05 3.4367E-021939 3102
 1.0199E+05 3.5818E-02 1.0200E+05 3.6321E-02 1.0201E+05 3.5809E-021939 3102
 1.0202E+05 3.4348E-02 1.0203E+05 3.2146E-02 1.0208E+05 2.1236E-021939 3102
 1.0209E+05 1.8823E-02 1.0210E+05 1.6642E-02 1.0211E+05 1.4736E-021939 3102
 1.0213E+05 1.3085E-02 1.0214E+05 1.1650E-02 1.0215E+05 1.0425E-021939 3102
 1.0216E+05 9.3695E-03 1.0217E+05 8.4602E-03 1.0218E+05 7.6719E-031939 3102
 1.0221E+05 6.3952E-03 1.0223E+05 5.4016E-03 1.0225E+05 4.6279E-031939 3102
 1.0228E+05 4.0164E-03 1.0230E+05 3.5281E-03 1.0232E+05 3.1295E-031939 3102
 1.0237E+05 2.5328E-03 1.0242E+05 2.1136E-03 1.0246E+05 1.8040E-031939 3102
 1.0251E+05 1.5726E-03 1.0260E+05 1.2553E-03 1.0265E+05 1.1448E-031939 3102
 1.0274E+05 9.8162E-04 1.0284E+05 8.6879E-04 1.0312E+05 6.8639E-041939 3102
 1.0339E+05 6.1043E-04 1.0377E+05 5.7597E-04 1.0395E+05 5.7488E-041939 3102
 1.0433E+05 5.9463E-04 1.0470E+05 6.3921E-04 1.0507E+05 7.0901E-041939 3102
 1.0526E+05 7.5478E-04 1.0544E+05 8.0909E-04 1.0563E+05 8.7325E-041939 3102
 1.0581E+05 9.4903E-04 1.0600E+05 1.0387E-03 1.0619E+05 1.1451E-031939 3102
 1.0637E+05 1.2720E-03 1.0656E+05 1.4241E-03 1.0675E+05 1.6076E-031939 3102
 1.0693E+05 1.8305E-03 1.0702E+05 1.9598E-03 1.0712E+05 2.1035E-031939 3102
 1.0721E+05 2.2630E-03 1.0730E+05 2.4405E-03 1.0740E+05 2.6382E-031939 3102
 1.0749E+05 2.8587E-03 1.0758E+05 3.1048E-03 1.0768E+05 3.3794E-031939 3102
 1.0777E+05 3.6858E-03 1.0786E+05 4.0270E-03 1.0796E+05 4.4058E-031939 3102
 1.0805E+05 4.8244E-03 1.0817E+05 5.4500E-03 1.0830E+05 6.1421E-031939 3102
 1.0842E+05 6.8828E-03 1.0867E+05 8.3501E-03 1.0880E+05 8.9432E-031939 3102
 1.0892E+05 9.3350E-03 1.0905E+05 9.4623E-03 1.0918E+05 9.3022E-031939 3102
 1.0930E+05 8.8822E-03 1.0943E+05 8.2688E-03 1.0955E+05 7.5438E-031939 3102
 1.0993E+05 5.3481E-03 1.1005E+05 4.7256E-03 1.1031E+05 3.6517E-031939 3102
 1.1045E+05 3.2238E-03 1.1058E+05 2.8571E-03 1.1071E+05 2.5433E-031939 3102
 1.1097E+05 2.0425E-03 1.1110E+05 1.8426E-03 1.1137E+05 1.5188E-031939 3102
 1.1150E+05 1.3873E-03 1.1176E+05 1.1701E-03 1.1189E+05 1.0804E-031939 3102
 1.1216E+05 9.2958E-04 1.1242E+05 8.0904E-04 1.1268E+05 7.1159E-041939 3102
 1.1295E+05 6.3194E-04 1.1321E+05 5.6624E-04 1.1374E+05 4.6602E-041939 3102
 1.1400E+05 4.2778E-04 1.1453E+05 3.6898E-04 1.1532E+05 3.1550E-041939 3102
 1.1584E+05 3.0124E-04 1.1690E+05 3.6448E-04 1.1729E+05 4.8344E-041939 3102
 1.1769E+05 8.4339E-04 1.1788E+05 1.3400E-03 1.1808E+05 2.7229E-031939 3102
 1.1815E+05 3.7617E-03 1.1821E+05 5.6061E-03 1.1825E+05 7.1230E-031939 3102
 1.1828E+05 9.3297E-03 1.1830E+05 1.0838E-02 1.1831E+05 1.2798E-021939 3102
 1.1833E+05 1.5358E-02 1.1835E+05 1.8782E-02 1.1836E+05 2.3456E-021939 3102
 1.1838E+05 3.0108E-02 1.1839E+05 3.4525E-02 1.1839E+05 4.0021E-021939 3102
 1.1840E+05 4.6959E-02 1.1841E+05 5.5981E-02 1.1842E+05 6.7654E-021939 3102
 1.1843E+05 8.3300E-02 1.1843E+05 9.3187E-02 1.1844E+05 1.0488E-011939 3102
 1.1844E+05 1.1880E-01 1.1844E+05 1.3593E-01 1.1845E+05 1.5611E-011939 3102
 1.1845E+05 1.8047E-01 1.1846E+05 2.0985E-01 1.1846E+05 2.4604E-011939 3102
 1.1846E+05 2.8801E-01 1.1847E+05 3.3682E-01 1.1847E+05 3.9202E-011939 3102
 1.1848E+05 5.3953E-01 1.1849E+05 5.9968E-01 1.1849E+05 6.4904E-011939 3102
 1.1849E+05 6.7322E-01 1.1850E+05 6.8835E-01 1.1850E+05 6.9348E-011939 3102
 1.1850E+05 6.8864E-01 1.1851E+05 6.7379E-01 1.1851E+05 6.4985E-011939 3102
 1.1851E+05 6.0076E-01 1.1852E+05 5.4077E-01 1.1852E+05 4.9727E-011939 3102
 1.1853E+05 3.4560E-01 1.1853E+05 2.9910E-01 1.1854E+05 2.5845E-011939 3102
 1.1854E+05 2.2358E-01 1.1855E+05 1.9402E-01 1.1855E+05 1.6913E-011939 3102
 1.1855E+05 1.4773E-01 1.1856E+05 1.3025E-01 1.1856E+05 1.1552E-011939 3102
 1.1856E+05 1.0304E-01 1.1857E+05 9.2415E-02 1.1858E+05 7.5464E-021939 3102
 1.1858E+05 6.2565E-02 1.1859E+05 5.2784E-02 1.1860E+05 4.5118E-021939 3102
 1.1861E+05 3.9016E-02 1.1861E+05 3.4031E-02 1.1863E+05 2.6597E-021939 3102
 1.1865E+05 2.1328E-02 1.1866E+05 1.7499E-02 1.1868E+05 1.4605E-021939 3102
 1.1871E+05 1.0670E-02 1.1874E+05 8.1568E-03 1.1877E+05 6.4190E-031939 3102
 1.1880E+05 5.1949E-03 1.1889E+05 3.1127E-03 1.1895E+05 2.3577E-031939 3102
 1.1913E+05 1.2655E-03 1.1926E+05 9.3063E-04 1.1950E+05 5.9297E-041939 3102
 1.1974E+05 4.3517E-04 1.2023E+05 3.0069E-04 1.2072E+05 2.6045E-041939 3102
 1.2121E+05 2.8076E-04 1.2158E+05 3.7232E-04 1.2182E+05 5.5185E-041939 3102
 1.2194E+05 7.4430E-04 1.2206E+05 1.1206E-03 1.2213E+05 1.4536E-031939 3102
 1.2219E+05 1.9915E-03 1.2222E+05 2.3936E-03 1.2225E+05 2.9391E-031939 3102
 1.2228E+05 3.7019E-03 1.2231E+05 4.7920E-03 1.2232E+05 5.5162E-031939 3102
 1.2234E+05 6.4326E-03 1.2235E+05 7.5873E-03 1.2237E+05 9.0562E-031939 3102
 1.2239E+05 1.0929E-02 1.2240E+05 1.3359E-02 1.2242E+05 1.6475E-021939 3102
 1.2242E+05 1.8327E-02 1.2244E+05 2.3033E-02 1.2247E+05 3.4543E-021939 3102
 1.2248E+05 3.6768E-02 1.2249E+05 3.8234E-02 1.2250E+05 3.8751E-021939 3102
 1.2251E+05 3.8235E-02 1.2252E+05 3.6769E-02 1.2253E+05 3.4544E-021939 3102
 1.2256E+05 2.3038E-02 1.2257E+05 2.0403E-02 1.2258E+05 1.7890E-021939 3102
 1.2259E+05 1.5677E-02 1.2260E+05 1.3773E-02 1.2261E+05 1.2145E-021939 3102
 1.2262E+05 1.0774E-02 1.2263E+05 9.5932E-03 1.2264E+05 7.7104E-031939 3102
 1.2266E+05 6.3035E-03 1.2268E+05 5.2314E-03 1.2270E+05 4.4062E-031939 3102
 1.2272E+05 3.7603E-03 1.2276E+05 2.8411E-03 1.2279E+05 2.2263E-031939 3102
 1.2287E+05 1.4777E-03 1.2294E+05 1.0676E-03 1.2302E+05 8.1797E-041939 3102
 1.2317E+05 5.4096E-04 1.2332E+05 4.0035E-04 1.2362E+05 2.6693E-041939 3102
 1.2437E+05 1.6717E-04 1.2557E+05 1.3625E-04 1.2617E+05 1.3573E-041939 3102
 1.2737E+05 1.5218E-04 1.2827E+05 1.8458E-04 1.2888E+05 2.2382E-041939 3102
 1.2978E+05 3.4341E-04 1.3023E+05 4.6719E-04 1.3068E+05 7.0356E-041939 3102
 1.3090E+05 9.1194E-04 1.3113E+05 1.2483E-03 1.3120E+05 1.4076E-031939 3102
 1.3135E+05 1.8434E-03 1.3143E+05 2.1478E-03 1.3154E+05 2.7731E-031939 3102
 1.3162E+05 3.3676E-03 1.3165E+05 3.7412E-03 1.3173E+05 4.7099E-031939 3102
 1.3177E+05 5.3437E-03 1.3180E+05 6.1182E-03 1.3184E+05 7.0720E-031939 3102
 1.3188E+05 8.2595E-03 1.3192E+05 9.7666E-03 1.3195E+05 1.1736E-021939 3102
 1.3197E+05 1.2938E-02 1.3199E+05 1.4334E-02 1.3201E+05 1.5958E-021939 3102
 1.3203E+05 1.7858E-02 1.3205E+05 2.0081E-02 1.3207E+05 2.2725E-021939 3102
 1.3209E+05 2.5871E-02 1.3210E+05 2.9631E-02 1.3212E+05 3.4114E-021939 3102
 1.3214E+05 3.9518E-02 1.3216E+05 4.5974E-02 1.3218E+05 5.3595E-021939 3102
 1.3219E+05 6.0594E-02 1.3225E+05 9.2585E-02 1.3227E+05 9.9060E-021939 3102
 1.3228E+05 1.0335E-01 1.3230E+05 1.0486E-01 1.3232E+05 1.0332E-011939 3102
 1.3233E+05 9.9011E-02 1.3235E+05 9.2523E-02 1.3239E+05 6.8250E-021939 3102
 1.3241E+05 6.0556E-02 1.3242E+05 5.3524E-02 1.3244E+05 4.6222E-021939 3102
 1.3246E+05 3.9963E-02 1.3248E+05 3.4713E-02 1.3249E+05 3.0281E-021939 3102
 1.3251E+05 2.6580E-02 1.3253E+05 2.3447E-02 1.3255E+05 2.0801E-021939 3102
 1.3257E+05 1.8554E-02 1.3258E+05 1.6646E-02 1.3260E+05 1.5000E-021939 3102
 1.3262E+05 1.3587E-02 1.3266E+05 1.1286E-02 1.3267E+05 1.0345E-021939 3102
 1.3271E+05 8.7932E-03 1.3275E+05 7.5745E-03 1.3278E+05 6.5916E-031939 3102
 1.3282E+05 5.7953E-03 1.3285E+05 5.1408E-03 1.3289E+05 4.6001E-031939 3102
 1.3293E+05 4.1479E-03 1.3300E+05 3.4420E-03 1.3304E+05 3.1654E-031939 3102
 1.3314E+05 2.5484E-03 1.3322E+05 2.2596E-03 1.3336E+05 1.8773E-031939 3102
 1.3350E+05 1.6729E-03 1.3365E+05 1.5990E-03 1.3387E+05 1.7201E-031939 3102
 1.3401E+05 2.0096E-03 1.3408E+05 2.2552E-03 1.3416E+05 2.6058E-031939 3102
 1.3423E+05 3.1068E-03 1.3426E+05 3.4389E-03 1.3434E+05 4.3679E-031939 3102
 1.3437E+05 5.0185E-03 1.3441E+05 5.8549E-03 1.3444E+05 6.9561E-031939 3102
 1.3448E+05 8.4142E-03 1.3450E+05 9.3288E-03 1.3452E+05 1.0432E-021939 3102
 1.3453E+05 1.1746E-02 1.3455E+05 1.3344E-02 1.3457E+05 1.5301E-021939 3102
 1.3459E+05 1.7726E-02 1.3461E+05 2.0751E-02 1.3462E+05 2.4604E-021939 3102
 1.3463E+05 2.6919E-02 1.3464E+05 2.9572E-02 1.3465E+05 3.2624E-021939 3102
 1.3466E+05 3.6189E-02 1.3467E+05 4.0275E-02 1.3468E+05 4.5025E-021939 3102
 1.3469E+05 5.0562E-02 1.3470E+05 5.7108E-02 1.3471E+05 6.4678E-021939 3102
 1.3471E+05 7.3608E-02 1.3472E+05 8.3843E-02 1.3473E+05 9.5693E-021939 3102
 1.3474E+05 1.0777E-01 1.3477E+05 1.6099E-01 1.3478E+05 1.7125E-011939 3102
 1.3479E+05 1.7797E-01 1.3480E+05 1.8030E-01 1.3481E+05 1.7798E-011939 3102
 1.3482E+05 1.7127E-01 1.3483E+05 1.6103E-01 1.3486E+05 1.0784E-011939 3102
 1.3487E+05 9.5640E-02 1.3488E+05 8.1662E-02 1.3489E+05 6.9719E-021939 3102
 1.3490E+05 5.9766E-02 1.3491E+05 5.1526E-02 1.3492E+05 4.4769E-021939 3102
 1.3493E+05 3.9109E-02 1.3494E+05 3.4394E-02 1.3495E+05 3.0442E-021939 3102
 1.3497E+05 2.7137E-02 1.3498E+05 2.4304E-02 1.3499E+05 2.1885E-021939 3102
 1.3501E+05 1.8013E-02 1.3502E+05 1.6462E-02 1.3504E+05 1.3907E-021939 3102
 1.3506E+05 1.1908E-02 1.3509E+05 1.0316E-02 1.3511E+05 9.0364E-031939 3102
 1.3513E+05 7.9942E-03 1.3517E+05 6.4238E-03 1.3520E+05 5.8233E-031939 3102
 1.3526E+05 4.5219E-03 1.3531E+05 3.9212E-03 1.3539E+05 3.1293E-031939 3102
 1.3548E+05 2.6829E-03 1.3553E+05 2.5495E-03 1.3566E+05 2.4411E-031939 3102
 1.3575E+05 2.6085E-03 1.3583E+05 3.0581E-03 1.3588E+05 3.4510E-031939 3102
 1.3592E+05 4.0223E-03 1.3597E+05 4.8642E-03 1.3601E+05 6.1279E-031939 3102
 1.3605E+05 8.1535E-03 1.3608E+05 9.6663E-03 1.3610E+05 1.1706E-021939 3102
 1.3612E+05 1.4525E-02 1.3614E+05 1.8555E-02 1.3615E+05 2.1265E-021939 3102
 1.3616E+05 2.4670E-02 1.3617E+05 2.9009E-02 1.3619E+05 3.4629E-021939 3102
 1.3620E+05 4.1979E-02 1.3621E+05 5.2034E-02 1.3621E+05 5.8470E-021939 3102
 1.3622E+05 6.6170E-02 1.3622E+05 7.5468E-02 1.3623E+05 8.6799E-021939 3102
 1.3623E+05 1.0072E-01 1.3624E+05 1.1796E-01 1.3625E+05 1.3942E-011939 3102
 1.3625E+05 1.6614E-01 1.3626E+05 1.9921E-01 1.3626E+05 2.1805E-011939 3102
 1.3627E+05 2.6197E-01 1.3627E+05 3.4077E-01 1.3628E+05 4.0862E-011939 3102
 1.3628E+05 4.5711E-01 1.3629E+05 4.9736E-01 1.3629E+05 5.1735E-011939 3102
 1.3630E+05 5.2956E-01 1.3630E+05 5.3388E-01 1.3630E+05 5.2977E-011939 3102
 1.3631E+05 5.1775E-01 1.3631E+05 4.9860E-01 1.3631E+05 4.5877E-011939 3102
 1.3632E+05 4.0949E-01 1.3633E+05 3.4064E-01 1.3633E+05 2.7062E-011939 3102
 1.3634E+05 2.4016E-01 1.3634E+05 2.1215E-01 1.3634E+05 1.8810E-011939 3102
 1.3635E+05 1.6653E-01 1.3635E+05 1.4831E-01 1.3636E+05 1.3213E-011939 3102
 1.3636E+05 1.1854E-01 1.3636E+05 1.0646E-01 1.3637E+05 8.7197E-021939 3102
 1.3638E+05 7.2532E-02 1.3639E+05 6.1183E-02 1.3639E+05 5.2260E-021939 3102
 1.3640E+05 4.5143E-02 1.3641E+05 3.9393E-02 1.3641E+05 3.4688E-021939 3102
 1.3643E+05 2.7506E-02 1.3644E+05 2.2302E-02 1.3646E+05 1.8472E-021939 3102
 1.3647E+05 1.5563E-02 1.3649E+05 1.3308E-02 1.3650E+05 1.1530E-021939 3102
 1.3653E+05 8.9291E-03 1.3656E+05 7.1120E-03 1.3659E+05 5.8201E-031939 3102
 1.3662E+05 4.8791E-03 1.3668E+05 3.5936E-03 1.3674E+05 2.7713E-031939 3102
 1.3691E+05 1.5574E-03 1.3703E+05 1.1743E-03 1.3726E+05 7.7224E-041939 3102
 1.3773E+05 4.5541E-04 1.3867E+05 2.7126E-04 1.4007E+05 2.2141E-041939 3102
 1.4054E+05 2.3031E-04 1.4147E+05 2.9977E-04 1.4194E+05 3.8902E-041939 3102
 1.4253E+05 6.6073E-04 1.4288E+05 1.0931E-03 1.4299E+05 1.3572E-031939 3102
 1.4311E+05 1.7463E-03 1.4323E+05 2.3543E-03 1.4329E+05 2.7940E-031939 3102
 1.4337E+05 3.7293E-03 1.4340E+05 4.1548E-03 1.4346E+05 5.2660E-031939 3102
 1.4349E+05 5.9983E-03 1.4352E+05 6.8992E-03 1.4355E+05 8.0157E-031939 3102
 1.4358E+05 9.4303E-03 1.4361E+05 1.1224E-02 1.4362E+05 1.2312E-021939 3102
 1.4364E+05 1.3582E-02 1.4365E+05 1.5046E-02 1.4367E+05 1.6751E-021939 3102
 1.4368E+05 1.8750E-02 1.4370E+05 2.1125E-02 1.4371E+05 2.3928E-021939 3102
 1.4373E+05 2.7281E-02 1.4374E+05 3.1316E-02 1.4375E+05 3.6237E-021939 3102
 1.4377E+05 4.2179E-02 1.4378E+05 4.9402E-02 1.4380E+05 5.8135E-021939 3102
 1.4381E+05 6.8627E-02 1.4382E+05 7.7441E-02 1.4387E+05 1.1710E-011939 3102
 1.4388E+05 1.2495E-01 1.4389E+05 1.3012E-01 1.4390E+05 1.3192E-011939 3102
 1.4391E+05 1.3011E-01 1.4392E+05 1.2493E-01 1.4393E+05 1.1709E-011939 3102
 1.4398E+05 7.7414E-02 1.4399E+05 6.8501E-02 1.4401E+05 5.5632E-021939 3102
 1.4401E+05 5.0212E-02 1.4403E+05 4.1113E-02 1.4405E+05 3.4045E-021939 3102
 1.4406E+05 3.1082E-02 1.4408E+05 2.6192E-02 1.4410E+05 2.2291E-021939 3102
 1.4412E+05 1.9146E-02 1.4413E+05 1.6596E-02 1.4415E+05 1.4518E-021939 3102
 1.4417E+05 1.2790E-02 1.4419E+05 1.1355E-02 1.4421E+05 1.0139E-021939 3102
 1.4423E+05 9.1117E-03 1.4425E+05 8.2277E-03 1.4428E+05 6.8135E-031939 3102
 1.4432E+05 5.7399E-03 1.4436E+05 4.8966E-03 1.4439E+05 4.2288E-031939 3102
 1.4443E+05 3.6901E-03 1.4450E+05 2.8886E-03 1.4458E+05 2.3322E-031939 3102
 1.4465E+05 1.9299E-03 1.4480E+05 1.3951E-03 1.4502E+05 9.5362E-041939 3102
 1.4517E+05 7.7930E-04 1.4546E+05 5.6822E-04 1.4576E+05 4.5258E-041939 3102
 1.4635E+05 3.4325E-04 1.4724E+05 2.9823E-04 1.4783E+05 3.0433E-041939 3102
 1.4871E+05 3.5221E-04 1.4901E+05 3.7954E-04 1.4960E+05 4.5737E-041939 3102
 1.4990E+05 5.1180E-04 1.5019E+05 5.8060E-04 1.5049E+05 6.6852E-041939 3102
 1.5078E+05 7.8277E-04 1.5093E+05 8.5303E-04 1.5123E+05 1.0294E-031939 3102
 1.5137E+05 1.1408E-03 1.5152E+05 1.2729E-03 1.5167E+05 1.4309E-031939 3102
 1.5182E+05 1.6216E-03 1.5196E+05 1.8550E-03 1.5211E+05 2.1439E-031939 3102
 1.5226E+05 2.5062E-03 1.5233E+05 2.7223E-03 1.5241E+05 2.9690E-031939 3102
 1.5256E+05 3.5730E-03 1.5263E+05 3.9448E-03 1.5270E+05 4.3766E-031939 3102
 1.5278E+05 4.8805E-03 1.5285E+05 5.4723E-03 1.5292E+05 6.1707E-031939 3102
 1.5300E+05 7.0024E-03 1.5307E+05 7.9978E-03 1.5315E+05 9.1955E-031939 3102
 1.5322E+05 1.0641E-02 1.5329E+05 1.2392E-02 1.5337E+05 1.4506E-021939 3102
 1.5384E+05 3.3429E-02 1.5390E+05 3.3921E-02 1.5396E+05 3.3376E-021939 3102
 1.5401E+05 3.1887E-02 1.5407E+05 2.9690E-02 1.5424E+05 2.1676E-021939 3102
 1.5430E+05 1.9184E-02 1.5436E+05 1.6939E-02 1.5442E+05 1.4875E-021939 3102
 1.5448E+05 1.3087E-02 1.5454E+05 1.1550E-02 1.5460E+05 1.0231E-021939 3102
 1.5466E+05 9.1035E-03 1.5472E+05 8.1343E-03 1.5478E+05 7.3019E-031939 3102
 1.5484E+05 6.5822E-03 1.5490E+05 5.9595E-03 1.5496E+05 5.4176E-031939 3102
 1.5502E+05 4.9440E-03 1.5514E+05 4.1617E-03 1.5520E+05 3.8388E-031939 3102
 1.5532E+05 3.2958E-03 1.5544E+05 2.8604E-03 1.5556E+05 2.5076E-031939 3102
 1.5568E+05 2.2185E-03 1.5580E+05 1.9792E-03 1.5592E+05 1.7792E-031939 3102
 1.5604E+05 1.6107E-03 1.5616E+05 1.4676E-03 1.5640E+05 1.2405E-031939 3102
 1.5652E+05 1.1500E-03 1.5676E+05 1.0034E-03 1.5700E+05 8.9186E-041939 3102
 1.5724E+05 8.0694E-04 1.5771E+05 6.9532E-04 1.5795E+05 6.6197E-041939 3102
 1.5843E+05 6.3195E-04 1.5891E+05 6.4928E-04 1.5939E+05 7.2380E-041939 3102
 1.5963E+05 7.9089E-04 1.5987E+05 8.8632E-04 1.6023E+05 1.1103E-031939 3102
 1.6035E+05 1.2169E-03 1.6047E+05 1.3462E-03 1.6059E+05 1.5045E-031939 3102
