V - 51N,G    1.0000+00* JENDL-3.1                                 2351 3102
 4.8616E+04 2.2336E-01 4.8618E+04 2.6470E-01 4.8620E+04 3.1593E-012351 3102
 4.8623E+04 3.7883E-01 4.8624E+04 4.1465E-01 4.8626E+04 4.9517E-012351 3102
 4.8628E+04 5.8639E-01 4.8632E+04 7.8513E-01 4.8633E+04 8.3504E-012351 3102
 4.8635E+04 9.0155E-01 4.8637E+04 9.5354E-01 4.8638E+04 9.7795E-012351 3102
 4.8640E+04 9.9807E-01 4.8642E+04 9.7809E-01 4.8643E+04 9.5375E-012351 3102
 4.8645E+04 9.0186E-01 4.8647E+04 8.3544E-01 4.8648E+04 7.8559E-012351 3102
 4.8651E+04 6.2763E-01 4.8655E+04 4.7951E-01 4.8657E+04 3.9574E-012351 3102
 4.8658E+04 3.5875E-01 4.8660E+04 2.9576E-01 4.8663E+04 2.4513E-012351 3102
 4.8665E+04 2.0533E-01 4.8667E+04 1.7388E-01 4.8669E+04 1.4918E-012351 3102
 4.8672E+04 1.2945E-01 4.8674E+04 1.1366E-01 4.8676E+04 1.0078E-012351 3102
 4.8681E+04 8.1408E-02 4.8685E+04 6.7704E-02 4.8690E+04 5.7696E-022351 3102
 4.8694E+04 5.0164E-02 4.8699E+04 4.4376E-02 4.8712E+04 3.3275E-022351 3102
 4.8721E+04 2.8810E-02 4.8739E+04 2.3443E-02 4.8757E+04 2.0604E-022351 3102
 4.8775E+04 1.9026E-02 4.8811E+04 1.7709E-02 4.8829E+04 1.7602E-022351 3102
 4.8865E+04 1.7995E-02 4.8901E+04 1.8963E-02 4.8937E+04 2.0407E-022351 3102
 4.8972E+04 2.2305E-02 4.9008E+04 2.4687E-02 4.9044E+04 2.7621E-022351 3102
 4.9080E+04 3.1191E-02 4.9098E+04 3.3252E-02 4.9116E+04 3.5540E-022351 3102
 4.9134E+04 3.8061E-02 4.9152E+04 4.0838E-02 4.9170E+04 4.3890E-022351 3102
 4.9188E+04 4.7239E-02 4.9206E+04 5.0902E-02 4.9224E+04 5.4906E-022351 3102
 4.9252E+04 6.1851E-02 4.9281E+04 6.9531E-02 4.9309E+04 7.7738E-022351 3102
 4.9365E+04 9.4031E-02 4.9394E+04 1.0065E-01 4.9422E+04 1.0505E-012351 3102
 4.9450E+04 1.0654E-01 4.9478E+04 1.0486E-01 4.9506E+04 1.0030E-012351 3102
 4.9535E+04 9.3582E-02 4.9563E+04 8.5603E-02 4.9619E+04 6.8921E-022351 3102
 4.9676E+04 5.4291E-02 4.9705E+04 4.7980E-02 4.9764E+04 3.7776E-022351 3102
 4.9793E+04 3.3719E-02 4.9851E+04 2.7243E-02 4.9909E+04 2.2437E-022351 3102
 4.9939E+04 2.0506E-02 4.9997E+04 1.7357E-02 5.0026E+04 1.6076E-022351 3102
 5.0084E+04 1.3947E-02 5.0143E+04 1.2270E-02 5.0201E+04 1.0938E-022351 3102
 5.0259E+04 9.8713E-03 5.0318E+04 9.0103E-03 5.0434E+04 7.7589E-032351 3102
 5.0522E+04 7.2363E-03 5.0551E+04 7.3735E-03 5.0580E+04 9.0772E-032351 3102
 5.0584E+04 1.0528E-02 5.0588E+04 1.5052E-02 5.0591E+04 2.9407E-022351 3102
 5.0595E+04 6.8437E-02 5.0599E+04 1.5109E-01 5.0604E+04 3.5212E-012351 3102
 5.0607E+04 4.4373E-01 5.0609E+04 4.7990E-01 5.0610E+04 4.8910E-012351 3102
 5.0611E+04 4.8357E-01 5.0612E+04 4.6586E-01 5.0615E+04 3.7890E-012351 3102
 5.0620E+04 1.9718E-01 5.0622E+04 1.2442E-01 5.0625E+04 7.3433E-022351 3102
 5.0627E+04 4.2037E-02 5.0630E+04 2.4720E-02 5.0632E+04 1.6055E-022351 3102
 5.0634E+04 1.1996E-02 5.0639E+04 9.2249E-03 5.0649E+04 7.7291E-032351 3102
 5.0687E+04 6.5044E-03 5.0763E+04 6.0418E-03 5.0992E+04 5.7252E-032351 3102
 5.1220E+04 6.0920E-03 5.1449E+04 7.5361E-03 5.1487E+04 7.9995E-032351 3102
 5.1525E+04 8.5912E-03 5.1563E+04 9.3550E-03 5.1582E+04 9.8255E-032351 3102
 5.1601E+04 1.0380E-02 5.1620E+04 1.1036E-02 5.1639E+04 1.1816E-022351 3102
 5.1649E+04 1.2263E-02 5.1658E+04 1.2761E-02 5.1668E+04 1.3315E-022351 3102
 5.1677E+04 1.3932E-02 5.1687E+04 1.4623E-02 5.1696E+04 1.5401E-022351 3102
 5.1706E+04 1.6280E-02 5.1715E+04 1.7281E-02 5.1725E+04 1.8424E-022351 3102
 5.1735E+04 1.9735E-02 5.1739E+04 2.0464E-02 5.1744E+04 2.1251E-022351 3102
 5.1749E+04 2.2102E-02 5.1754E+04 2.3025E-02 5.1758E+04 2.4022E-022351 3102
 5.1763E+04 2.5103E-02 5.1768E+04 2.6279E-02 5.1773E+04 2.7560E-022351 3102
 5.1777E+04 2.8954E-02 5.1782E+04 3.0474E-02 5.1787E+04 3.2136E-022351 3102
 5.1792E+04 3.3958E-02 5.1796E+04 3.5948E-02 5.1801E+04 3.8128E-022351 3102
 5.1806E+04 4.0517E-02 5.1811E+04 4.3138E-02 5.1816E+04 4.6000E-022351 3102
 5.1820E+04 4.9133E-02 5.1825E+04 5.2539E-02 5.1830E+04 5.6240E-022351 3102
 5.1837E+04 6.2646E-02 5.1845E+04 6.9670E-02 5.1852E+04 7.7083E-022351 3102
 5.1875E+04 9.7454E-02 5.1882E+04 1.0135E-01 5.1890E+04 1.0275E-012351 3102
 5.1898E+04 1.0148E-01 5.1905E+04 9.7725E-02 5.1913E+04 9.2068E-022351 3102
 5.1920E+04 8.5220E-02 5.1935E+04 7.0581E-02 5.1950E+04 5.7505E-022351 3102
 5.1960E+04 5.0257E-02 5.1970E+04 4.4219E-02 5.1981E+04 3.9273E-022351 3102
 5.1991E+04 3.5237E-02 5.2001E+04 3.1951E-02 5.2011E+04 2.9266E-022351 3102
 5.2021E+04 2.7067E-02 5.2031E+04 2.5260E-02 5.2041E+04 2.3774E-022351 3102
 5.2052E+04 2.2562E-02 5.2072E+04 2.0716E-02 5.2092E+04 1.9437E-022351 3102
 5.2112E+04 1.8583E-02 5.2133E+04 1.8042E-02 5.2153E+04 1.7740E-022351 3102
 5.2173E+04 1.7626E-02 5.2193E+04 1.7674E-02 5.2234E+04 1.8136E-022351 3102
 5.2275E+04 1.9008E-02 5.2315E+04 2.0257E-02 5.2356E+04 2.1877E-022351 3102
 5.2396E+04 2.3891E-02 5.2437E+04 2.6339E-02 5.2477E+04 2.9269E-022351 3102
 5.2498E+04 3.0933E-02 5.2518E+04 3.2757E-02 5.2538E+04 3.4737E-022351 3102
 5.2558E+04 3.6884E-02 5.2579E+04 3.9202E-02 5.2599E+04 4.1710E-022351 3102
 5.2637E+04 4.6822E-02 5.2674E+04 5.2486E-02 5.2712E+04 5.8565E-022351 3102
 5.2749E+04 6.4764E-02 5.2825E+04 7.5489E-02 5.2862E+04 7.8725E-022351 3102
 5.2900E+04 7.9796E-02 5.2938E+04 7.8508E-02 5.2975E+04 7.5076E-022351 3102
 5.3013E+04 7.0038E-02 5.3051E+04 6.4072E-02 5.3126E+04 5.1629E-022351 3102
 5.3201E+04 4.0726E-02 5.3294E+04 3.0516E-02 5.3387E+04 2.3366E-022351 3102
 5.3448E+04 1.9850E-02 5.3510E+04 1.7058E-02 5.3572E+04 1.4828E-022351 3102
 5.3634E+04 1.3030E-02 5.3696E+04 1.1566E-02 5.3757E+04 1.0361E-022351 3102
 5.3881E+04 8.5234E-03 5.3943E+04 7.8162E-03 5.4067E+04 6.7012E-032351 3102
 5.4190E+04 5.8742E-03 5.4314E+04 5.2464E-03 5.4438E+04 4.7625E-032351 3102
 5.4561E+04 4.3847E-03 5.4808E+04 3.8539E-03 5.5056E+04 3.6180E-032351 3102
 5.5118E+04 3.9709E-03 5.5148E+04 5.7770E-03 5.5152E+04 7.1138E-032351 3102
 5.5156E+04 1.1129E-02 5.5158E+04 1.5752E-02 5.5160E+04 2.3841E-022351 3102
 5.5162E+04 3.7433E-02 5.5164E+04 5.9178E-02 5.5168E+04 1.3585E-012351 3102
 5.5172E+04 2.5863E-01 5.5176E+04 3.8997E-01 5.5178E+04 4.4493E-012351 3102
 5.5180E+04 4.6096E-01 5.5181E+04 4.5462E-01 5.5183E+04 4.3425E-012351 3102
 5.5186E+04 3.3658E-01 5.5192E+04 1.5048E-01 5.5194E+04 8.5737E-022351 3102
 5.5197E+04 4.5344E-02 5.5200E+04 2.3643E-02 5.5203E+04 1.3292E-022351 3102
 5.5205E+04 8.7306E-03 5.5208E+04 6.7410E-03 5.5214E+04 5.2569E-032351 3102
 5.5225E+04 4.3285E-03 5.5313E+04 3.3679E-03 5.5712E+04 3.0897E-032351 3102
 5.5889E+04 3.0516E-03 5.6243E+04 3.0419E-03 5.6597E+04 3.1025E-032351 3102
 5.6952E+04 3.2237E-03 5.7306E+04 3.4030E-03 5.7660E+04 3.6431E-032351 3102
 5.8014E+04 3.9512E-03 5.8191E+04 4.1342E-03 5.8369E+04 4.3393E-032351 3102
 5.8546E+04 4.5686E-03 5.8723E+04 4.8250E-03 5.8900E+04 5.1117E-032351 3102
 5.9077E+04 5.4323E-03 5.9166E+04 5.6066E-03 5.9254E+04 5.7913E-032351 3102
 5.9343E+04 5.9869E-03 5.9431E+04 6.1941E-03 5.9520E+04 6.4136E-032351 3102
 5.9608E+04 6.6462E-03 5.9697E+04 6.8928E-03 5.9785E+04 7.1543E-032351 3102
 5.9874E+04 7.4315E-03 5.9963E+04 7.7255E-03 6.0051E+04 8.0373E-032351 3102
 6.0140E+04 8.3680E-03 6.0228E+04 8.7186E-03 6.0317E+04 9.0902E-032351 3102
 6.0405E+04 9.4838E-03 6.0494E+04 9.9006E-03 6.0582E+04 1.0341E-022351 3102
 6.0671E+04 1.0807E-02 6.0760E+04 1.1298E-02 6.0848E+04 1.1816E-022351 3102
 6.0979E+04 1.2634E-02 6.1077E+04 1.3517E-02 6.1085E+04 1.4428E-022351 3102
 6.1089E+04 1.6808E-02 6.1093E+04 2.3749E-02 6.1097E+04 3.9092E-022351 3102
 6.1102E+04 6.3647E-02 6.1108E+04 9.8092E-02 6.1110E+04 1.0171E-012351 3102
 6.1110E+04 1.0184E-01 6.1111E+04 1.0053E-01 6.1115E+04 8.8007E-022351 3102
 6.1122E+04 4.2512E-02 6.1128E+04 2.1426E-02 6.1134E+04 1.5201E-022351 3102
 6.1157E+04 1.3917E-02 6.1297E+04 1.4815E-02 6.1483E+04 1.6200E-022351 3102
 6.1669E+04 1.7616E-02 6.1855E+04 1.8989E-02 6.2228E+04 2.1217E-022351 3102
 6.2414E+04 2.1865E-02 6.2600E+04 2.2100E-02 6.2819E+04 2.1827E-022351 3102
 6.3038E+04 2.1030E-02 6.3257E+04 1.9860E-02 6.3476E+04 1.8493E-022351 3102
 6.3695E+04 1.7090E-02 6.4133E+04 1.4591E-02 6.4352E+04 1.3607E-022351 3102
 6.4646E+04 1.2622E-02 6.4829E+04 1.2352E-02 6.4866E+04 1.2578E-022351 3102
 6.4903E+04 1.4396E-02 6.4912E+04 1.7885E-02 6.4916E+04 2.5904E-022351 3102
 6.4919E+04 3.5529E-02 6.4921E+04 5.2423E-02 6.4926E+04 1.2100E-012351 3102
 6.4930E+04 2.4752E-01 6.4936E+04 4.2856E-01 6.4939E+04 4.8176E-012351 3102
 6.4940E+04 4.8346E-01 6.4942E+04 4.6932E-01 6.4944E+04 4.2422E-012351 3102
 6.4952E+04 1.9440E-01 6.4955E+04 1.0587E-01 6.4959E+04 5.4331E-022351 3102
 6.4962E+04 2.9854E-02 6.4966E+04 1.9998E-02 6.4970E+04 1.6342E-022351 3102
 6.4999E+04 1.2699E-02 6.5057E+04 1.1973E-02 6.5405E+04 1.1681E-022351 3102
 6.5637E+04 1.1874E-02 6.5869E+04 1.2311E-02 6.6102E+04 1.3010E-022351 3102
 6.6334E+04 1.3995E-02 6.6566E+04 1.5299E-02 6.6798E+04 1.6951E-022351 3102
 6.6954E+04 1.8288E-02 6.7032E+04 1.9168E-02 6.7070E+04 2.0382E-022351 3102
 6.7080E+04 2.2126E-02 6.7085E+04 2.6335E-02 6.7090E+04 4.1897E-022351 3102
 6.7095E+04 8.6312E-02 6.7100E+04 1.7466E-01 6.7105E+04 2.8340E-012351 3102
 6.7110E+04 3.4346E-01 6.7114E+04 3.0898E-01 6.7120E+04 1.8480E-012351 3102
 6.7124E+04 9.6205E-02 6.7129E+04 4.7604E-02 6.7134E+04 2.8889E-022351 3102
 6.7138E+04 2.3348E-02 6.7148E+04 2.1263E-02 6.7185E+04 2.0684E-022351 3102
 6.7408E+04 2.2773E-02 6.7854E+04 2.7139E-02 6.8003E+04 2.8138E-022351 3102
 6.8151E+04 2.8723E-02 6.8300E+04 2.8832E-02 6.8479E+04 2.8657E-022351 3102
 6.8509E+04 3.0558E-02 6.8517E+04 3.8840E-02 6.8521E+04 5.4219E-022351 3102
 6.8524E+04 8.7241E-02 6.8528E+04 1.4416E-01 6.8532E+04 2.1981E-012351 3102
 6.8536E+04 2.9119E-01 6.8539E+04 3.2646E-01 6.8540E+04 3.2711E-012351 3102
 6.8544E+04 2.9203E-01 6.8548E+04 2.2194E-01 6.8550E+04 1.7051E-012351 3102
 6.8555E+04 8.9364E-02 6.8560E+04 4.8495E-02 6.8565E+04 3.4229E-022351 3102
 6.8570E+04 3.0327E-02 6.8580E+04 2.8681E-02 6.8619E+04 2.7555E-022351 3102
 6.8856E+04 2.5087E-02 6.9171E+04 2.1403E-02 6.9486E+04 1.7761E-022351 3102
 6.9802E+04 1.4604E-02 7.0066E+04 1.2417E-02 7.0330E+04 1.0624E-022351 3102
 7.0595E+04 9.1879E-03 7.0760E+04 8.6355E-03 7.0793E+04 8.8756E-032351 3102
 7.0826E+04 1.1028E-02 7.0830E+04 1.3002E-02 7.0834E+04 1.8929E-022351 3102
 7.0839E+04 3.6222E-02 7.0843E+04 7.9144E-02 7.0847E+04 1.6345E-012351 3102
 7.0851E+04 2.8764E-01 7.0855E+04 4.1367E-01 7.0858E+04 4.6512E-012351 3102
 7.0860E+04 4.8013E-01 7.0862E+04 4.7009E-01 7.0864E+04 4.3857E-012351 3102
 7.0873E+04 1.6497E-01 7.0876E+04 9.7261E-02 7.0879E+04 5.4252E-022351 3102
 7.0882E+04 3.0688E-02 7.0885E+04 1.9253E-02 7.0888E+04 1.4137E-022351 3102
 7.0891E+04 1.1935E-02 7.0898E+04 1.0456E-02 7.0910E+04 9.5306E-032351 3102
 7.0922E+04 9.6280E-03 7.0928E+04 1.0373E-02 7.0935E+04 1.4744E-022351 3102
 7.0938E+04 2.1815E-02 7.0941E+04 3.6580E-02 7.0944E+04 6.3668E-022351 3102
 7.0947E+04 1.0656E-01 7.0953E+04 2.2654E-01 7.0957E+04 2.8798E-012351 3102
 7.0960E+04 3.0393E-01 7.0960E+04 3.0410E-01 7.0962E+04 2.9849E-012351 3102
 7.0964E+04 2.7538E-01 7.0969E+04 1.7132E-01 7.0974E+04 9.0879E-022351 3102
 7.0978E+04 4.1583E-02 7.0983E+04 1.9637E-02 7.0987E+04 1.2091E-022351 3102
 7.0996E+04 8.9611E-03 7.1067E+04 7.3288E-03 7.1530E+04 5.8106E-032351 3102
 7.1815E+04 5.1708E-03 7.2028E+04 4.9455E-03 7.2064E+04 5.6485E-032351 3102
 7.2073E+04 8.0090E-03 7.2077E+04 1.4038E-02 7.2082E+04 3.1576E-022351 3102
 7.2086E+04 7.0615E-02 7.2091E+04 1.3355E-01 7.2098E+04 2.2789E-012351 3102
 7.2100E+04 2.3486E-01 7.2101E+04 2.3189E-01 7.2108E+04 1.5611E-012351 3102
 7.2110E+04 1.1665E-01 7.2115E+04 5.3337E-02 7.2118E+04 3.3595E-022351 3102
 7.2120E+04 2.0901E-02 7.2123E+04 1.3482E-02 7.2125E+04 9.4514E-032351 3102
 7.2130E+04 6.4008E-03 7.2140E+04 5.2691E-03 7.2260E+04 4.4128E-032351 3102
 7.2579E+04 4.0270E-03 7.2659E+04 4.2212E-03 7.2699E+04 5.3516E-032351 3102
 7.2709E+04 7.6221E-03 7.2714E+04 1.3352E-02 7.2717E+04 2.0447E-022351 3102
 7.2719E+04 3.3285E-02 7.2722E+04 5.4753E-02 7.2724E+04 8.8069E-022351 3102
 7.2732E+04 2.5987E-01 7.2737E+04 3.7241E-01 7.2740E+04 3.9717E-012351 3102
 7.2740E+04 3.9748E-01 7.2742E+04 3.8510E-01 7.2745E+04 3.4357E-012351 3102
 7.2753E+04 1.3908E-01 7.2757E+04 6.7682E-02 7.2761E+04 2.9985E-022351 3102
 7.2765E+04 1.4115E-02 7.2769E+04 8.4218E-03 7.2773E+04 6.4595E-032351 3102
 7.2790E+04 4.8400E-03 7.2806E+04 4.2661E-03 7.3003E+04 3.5553E-032351 3102
 7.3265E+04 3.4281E-03 7.3396E+04 3.5103E-03 7.3528E+04 3.9456E-032351 3102
 7.3593E+04 4.6207E-03 7.3642E+04 5.8343E-03 7.3675E+04 7.5816E-032351 3102
 7.3700E+04 1.0196E-02 7.3724E+04 1.5908E-02 7.3733E+04 1.9391E-022351 3102
 7.3741E+04 2.4480E-02 7.3749E+04 3.2369E-02 7.3757E+04 4.5778E-022351 3102
 7.3765E+04 7.0905E-02 7.3769E+04 9.1914E-02 7.3771E+04 1.0573E-012351 3102
 7.3774E+04 1.2255E-01 7.3776E+04 1.4276E-01 7.3778E+04 1.6693E-012351 3102
 7.3780E+04 1.9546E-01 7.3782E+04 2.2846E-01 7.3784E+04 2.6570E-012351 3102
 7.3786E+04 3.0639E-01 7.3787E+04 3.2751E-01 7.3789E+04 3.7053E-012351 3102
 7.3790E+04 3.9186E-01 7.3792E+04 4.4012E-01 7.3796E+04 4.9463E-012351 3102
 7.3800E+04 5.1488E-01 7.3802E+04 5.0591E-01 7.3805E+04 4.7996E-012351 3102
 7.3806E+04 4.6176E-01 7.3809E+04 4.1715E-01 7.3810E+04 3.9215E-012351 3102
 7.3813E+04 3.3361E-01 7.3815E+04 2.7625E-01 7.3821E+04 1.8097E-012351 3102
 7.3830E+04 9.6560E-02 7.3835E+04 6.7454E-02 7.3844E+04 4.3541E-022351 3102
 7.3855E+04 2.7949E-02 7.3860E+04 2.3339E-02 7.3872E+04 1.7233E-022351 3102
 7.3883E+04 1.3493E-02 7.3900E+04 1.0120E-02 7.3933E+04 6.8195E-032351 3102
 7.3967E+04 5.3086E-03 7.4012E+04 4.3230E-03 7.4079E+04 3.7494E-032351 3102
 7.4102E+04 3.8036E-03 7.4124E+04 4.2839E-03 7.4136E+04 5.4491E-032351 3102
 7.4141E+04 8.2468E-03 7.4144E+04 1.2231E-02 7.4147E+04 2.0480E-022351 3102
 7.4150E+04 3.6320E-02 7.4152E+04 6.4264E-02 7.4158E+04 1.6957E-012351 3102
 7.4164E+04 3.1811E-01 7.4167E+04 3.8760E-01 7.4170E+04 4.0589E-012351 3102
 7.4170E+04 4.0614E-01 7.4172E+04 3.9746E-01 7.4174E+04 3.6048E-012351 3102
 7.4181E+04 2.0142E-01 7.4185E+04 9.1757E-02 7.4188E+04 5.6764E-022351 3102
 7.4190E+04 3.3959E-02 7.4193E+04 2.0342E-02 7.4195E+04 1.2725E-022351 3102
 7.4198E+04 8.7084E-03 7.4200E+04 6.6349E-03 7.4205E+04 4.9554E-032351 3102
 7.4210E+04 4.3427E-03 7.4250E+04 3.1803E-03 7.4410E+04 2.6364E-032351 3102
 7.4810E+04 2.3073E-03 7.5450E+04 2.0380E-03 7.6409E+04 1.8308E-032351 3102
 7.6569E+04 1.9146E-03 7.6649E+04 2.3193E-03 7.6669E+04 2.7736E-032351 3102
 7.6689E+04 4.2360E-03 7.6694E+04 5.3054E-03 7.6699E+04 7.9209E-032351 3102
 7.6701E+04 1.0860E-02 7.6704E+04 1.6207E-02 7.6706E+04 2.5840E-022351 3102
 7.6709E+04 4.2476E-02 7.6714E+04 1.0961E-01 7.6719E+04 2.3388E-012351 3102
 7.6725E+04 4.1441E-01 7.6729E+04 4.7142E-01 7.6730E+04 4.7204E-012351 3102
 7.6732E+04 4.5909E-01 7.6735E+04 4.1528E-01 7.6741E+04 2.3680E-012351 3102
 7.6746E+04 1.1250E-01 7.6751E+04 4.4048E-02 7.6753E+04 2.6947E-022351 3102
 7.6756E+04 1.6904E-02 7.6758E+04 1.1288E-02 7.6761E+04 8.1868E-032351 3102
 7.6766E+04 5.4368E-03 7.6770E+04 4.3262E-03 7.6790E+04 2.8589E-032351 3102
 7.6810E+04 2.4669E-03 7.6850E+04 2.7731E-03 7.6855E+04 3.1363E-032351 3102
 7.6860E+04 4.3134E-03 7.6862E+04 5.8327E-03 7.6865E+04 8.7967E-032351 3102
 7.6867E+04 1.4345E-02 7.6870E+04 2.4108E-02 7.6875E+04 6.3750E-022351 3102
 7.6879E+04 1.3602E-01 7.6886E+04 2.3641E-01 7.6889E+04 2.6291E-012351 3102
 7.6890E+04 2.6403E-01 7.6891E+04 2.6020E-01 7.6899E+04 1.6565E-012351 3102
 7.6903E+04 9.7368E-02 7.6907E+04 4.7838E-02 7.6911E+04 2.0757E-022351 3102
 7.6913E+04 1.3503E-02 7.6915E+04 8.9642E-03 7.6919E+04 4.7064E-032351 3102
 7.6923E+04 3.3079E-03 7.6931E+04 2.5642E-03 7.6940E+04 2.3539E-032351 3102
 7.6956E+04 2.0608E-03 7.7022E+04 1.8034E-03 7.7942E+04 1.6470E-032351 3102
 7.8599E+04 1.8101E-03 7.8763E+04 2.1781E-03 7.8862E+04 3.2914E-032351 3102
 7.8895E+04 4.5758E-03 7.8927E+04 7.9146E-03 7.8944E+04 1.2214E-022351 3102
 7.8952E+04 1.6468E-02 7.8960E+04 2.4299E-02 7.8964E+04 3.0990E-022351 3102
 7.8969E+04 4.1338E-02 7.8971E+04 4.8621E-02 7.8973E+04 5.7943E-022351 3102
 7.8975E+04 6.9756E-02 7.8977E+04 8.4778E-02 7.8979E+04 1.0345E-012351 3102
 7.8981E+04 1.2630E-01 7.8983E+04 1.5354E-01 7.8985E+04 1.8510E-012351 3102
 7.8987E+04 2.1986E-01 7.8992E+04 3.1021E-01 7.8995E+04 3.4951E-012351 3102
 7.8997E+04 3.7382E-01 7.8999E+04 3.8141E-01 7.9000E+04 3.8240E-012351 3102
 7.9001E+04 3.8145E-01 7.9002E+04 3.7395E-01 7.9003E+04 3.6743E-012351 3102
 7.9005E+04 3.4974E-01 7.9007E+04 3.2653E-01 7.9008E+04 3.0190E-012351 3102
 7.9011E+04 2.4742E-01 7.9016E+04 1.6861E-01 7.9019E+04 1.2598E-012351 3102
 7.9022E+04 9.3205E-02 7.9025E+04 6.9400E-02 7.9028E+04 5.2674E-022351 3102
 7.9031E+04 4.1053E-02 7.9034E+04 3.2912E-02 7.9038E+04 2.7086E-022351 3102
 7.9044E+04 1.9547E-02 7.9050E+04 1.5002E-02 7.9056E+04 1.2024E-022351 3102
 7.9068E+04 8.4752E-03 7.9081E+04 6.5036E-03 7.9106E+04 4.4566E-032351 3102
 7.9155E+04 2.9586E-03 7.9229E+04 2.2619E-03 7.9353E+04 1.9449E-032351 3102
 7.9600E+04 1.8390E-03 7.9995E+04 1.9252E-03 8.0292E+04 2.1083E-032351 3102
 8.0490E+04 2.6889E-03 8.0515E+04 3.1089E-03 8.0539E+04 4.3248E-032351 3102
 8.0552E+04 6.4090E-03 8.0558E+04 9.7673E-03 8.0561E+04 1.3856E-022351 3102
 8.0564E+04 2.2073E-02 8.0567E+04 3.8118E-02 8.0570E+04 6.7444E-022351 3102
 8.0576E+04 1.8727E-01 8.0579E+04 2.7790E-01 8.0586E+04 4.5674E-012351 3102
 8.0588E+04 4.9456E-01 8.0590E+04 5.0488E-01 8.0593E+04 4.7550E-012351 3102
 8.0597E+04 3.8955E-01 8.0600E+04 3.0105E-01 8.0602E+04 2.1417E-012351 3102
 8.0608E+04 8.7793E-02 8.0611E+04 5.2318E-02 8.0614E+04 3.1009E-022351 3102
 8.0617E+04 1.9145E-02 8.0620E+04 1.2818E-02 8.0625E+04 7.6127E-032351 3102
 8.0637E+04 4.8413E-03 8.0659E+04 3.4167E-03 8.0682E+04 2.9609E-032351 3102
 8.0773E+04 2.6396E-03 8.0864E+04 2.6946E-03 8.0956E+04 2.8248E-032351 3102
 8.1138E+04 3.2164E-03 8.1229E+04 3.4846E-03 8.1320E+04 3.8164E-032351 3102
 8.1411E+04 4.2306E-03 8.1503E+04 4.7547E-03 8.1594E+04 5.4251E-032351 3102
 8.1639E+04 5.8315E-03 8.1730E+04 6.8380E-03 8.1776E+04 7.4605E-032351 3102
 8.1822E+04 8.1822E-03 8.1867E+04 9.0213E-03 8.1913E+04 9.9979E-032351 3102
 8.1958E+04 1.1135E-02 8.2004E+04 1.2453E-02 8.2049E+04 1.3970E-022351 3102
 8.2093E+04 1.5622E-02 8.2137E+04 1.7451E-02 8.2268E+04 2.3286E-022351 3102
 8.2312E+04 2.4866E-02 8.2356E+04 2.5920E-02 8.2400E+04 2.6286E-022351 3102
 8.2444E+04 2.5902E-02 8.2488E+04 2.4835E-02 8.2531E+04 2.3256E-022351 3102
 8.2575E+04 2.1379E-02 8.2707E+04 1.5651E-02 8.2750E+04 1.4027E-022351 3102
 8.2809E+04 1.2146E-02 8.2868E+04 1.0586E-02 8.2927E+04 9.3076E-032351 3102
 8.2986E+04 8.2631E-03 8.3045E+04 7.4093E-03 8.3103E+04 6.7092E-032351 3102
 8.3162E+04 6.1332E-03 8.3221E+04 5.6578E-03 8.3280E+04 5.2653E-032351 3102
 8.3398E+04 4.6807E-03 8.3456E+04 4.4797E-03 8.3545E+04 4.3376E-032351 3102
 8.3589E+04 4.4521E-03 8.3618E+04 4.8050E-03 8.3640E+04 5.5806E-032351 3102
 8.3648E+04 6.1252E-03 8.3655E+04 7.0063E-03 8.3662E+04 8.5746E-032351 3102
 8.3666E+04 9.8522E-03 8.3670E+04 1.1710E-02 8.3673E+04 1.4438E-022351 3102
 8.3677E+04 1.8393E-02 8.3679E+04 2.0923E-02 8.3681E+04 2.3877E-022351 3102
 8.3684E+04 3.0980E-02 8.3690E+04 4.3410E-02 8.3694E+04 5.1320E-022351 3102
 8.3697E+04 5.5519E-02 8.3699E+04 5.6851E-02 8.3700E+04 5.7020E-022351 3102
 8.3702E+04 5.6337E-02 8.3703E+04 5.5508E-02 8.3706E+04 5.1281E-022351 3102
 8.3707E+04 4.9412E-02 8.3711E+04 4.1674E-02 8.3715E+04 3.2850E-022351 3102
 8.3718E+04 2.5011E-02 8.3721E+04 2.0745E-02 8.3724E+04 1.7292E-022351 3102
 8.3726E+04 1.4578E-02 8.3729E+04 1.2486E-02 8.3731E+04 1.0887E-022351 3102
 8.3734E+04 9.6624E-03 8.3739E+04 7.9793E-03 8.3744E+04 6.9198E-032351 3102
 8.3750E+04 6.2105E-03 8.3760E+04 5.3447E-03 8.3770E+04 4.8482E-032351 3102
 8.3791E+04 4.3178E-03 8.3832E+04 3.8863E-03 8.3957E+04 3.5745E-032351 3102
 8.3998E+04 3.7739E-03 8.4008E+04 4.4956E-03 8.4014E+04 6.8081E-032351 3102
 8.4016E+04 9.7804E-03 8.4019E+04 1.5085E-02 8.4024E+04 3.6869E-022351 3102
 8.4029E+04 7.6490E-02 8.4034E+04 1.2178E-01 8.4040E+04 1.4451E-012351 3102
 8.4048E+04 9.7588E-02 8.4052E+04 6.1820E-02 8.4056E+04 3.3764E-022351 3102
 8.4060E+04 1.6822E-02 8.4064E+04 8.6550E-03 8.4068E+04 5.4027E-032351 3102
 8.4072E+04 4.2661E-03 8.4105E+04 3.4956E-03 8.4298E+04 3.3560E-032351 3102
